age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
55,Female,White,Married,High school graduate,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
55,Female,White,Married,College graduate,Employed part-time,Refused,6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
55,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
54,Female,White,Married,"Some college, no 4-year degree",Other,Refused,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
54,Female,White,Married,College graduate,Employed full-time,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
54,Female,White,Married,Not specified,Employed full-time,"$10,000 to under $20,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
54,Male,White,Divorced,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
53,Male,White,Single,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
53,Female,White,Married,College graduate,Retired,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
53,Female,White,Married,High school graduate,Employed part-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
53,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
53,Female,White,Married,College graduate,Retired,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
53,Male,White,Never been married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
52,Female,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
52,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
51,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
51,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
51,Male,White,Never been married,College graduate,Employed full-time,"$10,000 to under $20,000",6,No,Yes,No,Purchased the book,No,Yes,0,1,0,Digital/Audio-only,1
51,Female,White,Divorced,College graduate,Retired,"$50,000 to under $75,000",6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
51,Female,White,Widowed,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
50,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
50,Male,White,Living with a partner,College graduate,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
49,Female,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
49,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
48,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0,Hybrid,1
48,Male,White,Don’t know,High school incomplete,Disabled,"Less than $10,000",6,Yes,Yes,No,Borrowed the book from a library,No,No,1,1,0,Hybrid,1
48,Female,White,Widowed,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
47,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
47,Male,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0,Hybrid,1
47,Female,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
47,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
47,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0,Hybrid,1
47,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
47,Male,White,Married,"Technical, trade or vocational school AFTER high school",Disabled,"$30,000 to under $40,000",6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
47,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Got the book some other way,No,No,1,0,1,Hybrid,1
46,Male,White,Single,"Technical, trade or vocational school AFTER high school",Retired,"$10,000 to under $20,000",6,No,No,Yes,Purchased the book,No,No,0,0,1,Digital/Audio-only,1
46,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
45,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1,Hybrid,1
44,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
43,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
43,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
42,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
42,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
42,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
41,Female,White,Living with a partner,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
41,Male,White,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0,Hybrid,1
40,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",6,Yes,No,No,9,Yes,No,1,0,0,Print-only,0
40,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
40,Male,White,Divorced,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",6,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
39,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
38,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
38,Female,White,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
38,Female,White,Married,College graduate,Employed part-time,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
38,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",6,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
38,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1,Hybrid,1
36,Female,White,Never been married,High school incomplete,Not employed for pay,"Less than $10,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
34,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
34,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
34,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
33,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
32,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$30,000 to under $40,000",6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
32,Female,White,Married,College graduate,Employed full-time,Refused,6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
31,Male,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
31,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
30,Female,White,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
30,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
29,Female,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0,Hybrid,1
28,Female,White,Never been married,College graduate,Employed full-time,"$40,000 to under $50,000",6,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
27,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",6,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
27,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
26,Female,White,Married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
25,Male,White,Married,High school graduate,Not employed for pay,"$30,000 to under $40,000",6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
25,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
23,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$40,000 to under $50,000",6,No,No,Yes,Got the book some other way,Yes,Yes,0,0,1,Digital/Audio-only,1
23,Male,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",6,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
18,Female,White,Never been married,High school graduate,Student,"9$100,000 to under $150,000",6,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
18,Female,White,Never been married,High school graduate,Not employed for pay,"$75,000 to under $100,000",6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
18,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",6,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$20,000 to under $30,000",6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
17,Male,White,Never been married,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",6,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0,Hybrid,1
17,Male,White,Never been married,High school incomplete,Employed part-time,"$75,000 to under $100,000",6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
16,Male,White,Never been married,High school incomplete,Employed part-time,"$75,000 to under $100,000",6,Yes,No,No,8,Yes,Yes,1,0,0,Print-only,0
58,Female,Refused,Never been married,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
52,Male,Refused,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,No,Purchased the book,No,Yes,1,1,0,Hybrid,1
48,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
56,Male,Other,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
21,Male,Other,Never been married,High school graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
20,Male,Other,Living with a partner,High school graduate,Employed part-time,"$10,000 to under $20,000",5,No,No,No,Borrowed the book from a library,No,No,0,0,0,Non-reader,0
20,Female,Other,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
18,Female,Other,Living with a partner,High school graduate,Not employed for pay,"Less than $10,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
16,Male,Other,Never been married,High school incomplete,Not employed for pay,"$50,000 to under $75,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
17,Female,Native American/American Indian,Never been married,High school incomplete,Employed full-time,"Less than $10,000",5,No,No,No,8,No,No,0,0,0,Non-reader,0
63,Female,Mixed race,Married,College graduate,Retired,"$40,000 to under $50,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
28,Male,Mixed race,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
20,Male,Mixed race,Married,"Some college, no 4-year degree",Employed part-time,"$10,000 to under $20,000",5,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
48,Male,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$75,000 to under $100,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
37,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,"$100,000 to under $150,000",5,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,1,1,1,Hybrid,1
35,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
26,Female,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
24,Female,Asian or Pacific Islander,Married,College graduate,Not employed for pay,"$10,000 to under $20,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
19,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
87,Female,Black or African-American,Widowed,High school graduate,Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
65,Female,Black or African-American,Divorced,High school graduate,Disabled,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
62,Male,Black or African-American,Married,College graduate,Employed full-time,"$50,000 to under $75,000",5,No,No,Yes,Got the book some other way,Yes,Yes,0,0,1,Digital/Audio-only,1
60,Male,Black or African-American,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",5,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
54,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
52,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Have own business/self-employed,"$10,000 to under $20,000",5,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
51,Male,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
49,Female,Black or African-American,Never been married,High school graduate,Retired,"Less than $10,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
46,Male,Black or African-American,Married,Not specified,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
45,Male,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
42,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
40,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",5,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1,Hybrid,1
39,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",5,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
38,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",5,Yes,Yes,No,Purchased the book,No,No,1,1,0,Hybrid,1
37,Male,Black or African-American,Married,High school graduate,Have own business/self-employed,Refused,5,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,Yes,1,1,1,Hybrid,1
36,Female,Black or African-American,Separated,High school incomplete,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1,Hybrid,1
35,Male,Black or African-American,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
34,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
33,Female,Black or African-American,Never been married,High school graduate,Disabled,"$20,000 to under $30,000",5,No,No,No,Borrowed the book from a friend or family member,Yes,No,0,0,0,Non-reader,0
32,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1,Hybrid,1
32,Female,Black or African-American,Married,College graduate,Employed full-time,"$30,000 to under $40,000",5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1,Hybrid,1
30,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",5,No,No,Yes,Borrowed the book from a friend or family member,No,No,0,0,1,Digital/Audio-only,1
23,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,"Less than $10,000",5,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
21,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
18,Female,Black or African-American,Living with a partner,High school graduate,Employed part-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
18,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
18,Female,Black or African-American,Separated,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",5,No,No,No,Purchased the book,No,No,0,0,0,Non-reader,0
17,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",5,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$100,000 to under $150,000",5,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
89,Female,White,Widowed,College graduate,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
88,Male,White,Married,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",5,Yes,No,No,Got the book some other way,Yes,No,1,0,0,Print-only,0
88,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
88,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
81,Female,White,Married,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
76,Female,White,Widowed,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
76,Female,White,Widowed,High school graduate,Retired,"$10,000 to under $20,000",5,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes,1,1,0,Hybrid,1
74,Female,White,Married,High school incomplete,Retired,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
72,Male,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",5,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,0,0,1,Digital/Audio-only,1
71,Male,White,Widowed,Post-graduate training/professional school after college,Have own business/self-employed,Refused,5,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
67,Female,White,Divorced,College graduate,Employed part-time,"$75,000 to under $100,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
67,Female,White,Widowed,College graduate,Employed part-time,Refused,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
67,Male,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
67,Male,White,Widowed,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1,Hybrid,1
66,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
66,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0,Hybrid,1
66,Male,White,Married,College graduate,Retired,"$50,000 to under $75,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
65,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
65,Male,White,Married,High school incomplete,Retired,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
64,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
63,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
62,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
61,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
61,Female,White,Living with a partner,College graduate,Retired,"$40,000 to under $50,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
61,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
60,Female,White,Married,High school graduate,Not employed for pay,"$10,000 to under $20,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
59,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
58,Female,White,Living with a partner,High school graduate,Other,"$20,000 to under $30,000",5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0,Print-only,0
57,Male,White,Divorced,"Some college, no 4-year degree",Disabled,"$10,000 to under $20,000",5,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0,Hybrid,1
57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
57,Female,White,Married,High school graduate,Disabled,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
57,Female,White,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
55,Male,White,Divorced,College graduate,Retired,"$10,000 to under $20,000",5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
