age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
39,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",75,Yes,No,Yes,Borrowed the book from a friend or family member,No,No,1,0,1,Hybrid,1
55,Male,Black or African-American,Separated,High school graduate,Retired,"$10,000 to under $20,000",70,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
84,Female,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"9$100,000 to under $150,000",70,Yes,Yes,No,Got the book some other way,Yes,No,1,1,0,Hybrid,1
64,Female,White,Divorced,High school graduate,Employed full-time,"$30,000 to under $40,000",70,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,70,Yes,Yes,Yes,Borrowed the book from a library,Yes,No,1,1,1,Hybrid,1
58,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",70,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1,Hybrid,1
53,Female,White,Married,High school graduate,Employed full-time,"$75,000 to under $100,000",70,Yes,No,Yes,Got the book some other way,No,No,1,0,1,Hybrid,1
31,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",70,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
22,Female,White,Married,High school graduate,Employed part-time,"Less than $10,000",70,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
21,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",70,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0,Print-only,0
16,Female,White,Single,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",70,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
61,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",67,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1,Hybrid,1
40,Male,White,Married,High school graduate,Not employed for pay,"Less than $10,000",65,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
27,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",65,No,No,Yes,Purchased the book,Yes,Yes,0,0,1,Digital/Audio-only,1
35,Male,Native American/American Indian,Never been married,High school graduate,Employed full-time,"$100,000 to under $150,000",60,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
50,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",60,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
45,Female,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",60,Yes,Yes,Yes,Got the book some other way,No,Yes,1,1,1,Hybrid,1
16,Male,Black or African-American,Never been married,High school incomplete,Employed full-time,"Less than $10,000",60,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
66,Female,White,Married,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",60,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
66,Female,White,Divorced,College graduate,Employed full-time,"$100,000 to under $150,000",60,Yes,No,No,Purchased the book,Yes,Don’t know,1,0,0,Print-only,0
65,Female,White,Married,College graduate,Retired,"$50,000 to under $75,000",60,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
62,Female,White,Widowed,College graduate,Retired,"$40,000 to under $50,000",60,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
61,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",60,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
60,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",60,Yes,Yes,No,Purchased the book,Yes,No,1,1,0,Hybrid,1
60,Female,White,Married,College graduate,Retired,Refused,60,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
58,Female,White,Widowed,High school graduate,Employed full-time,"$30,000 to under $40,000",60,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
53,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",60,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
51,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",60,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
39,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",60,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
38,Male,White,Divorced,College graduate,Employed full-time,"$40,000 to under $50,000",60,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
23,Female,White,Never been married,College graduate,Employed part-time,"9$100,000 to under $150,000",60,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0,Hybrid,1
22,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",60,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
21,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",60,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
34,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,55,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
81,Male,White,Married,High school graduate,Retired,Refused,55,Don’t know,No,No,Got the book some other way,Yes,No,0,0,0,Non-reader,0
66,Female,White,Living with a partner,High school graduate,Retired,"$40,000 to under $50,000",55,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
47,Female,White,Divorced,High school graduate,Employed part-time,"$20,000 to under $30,000",54,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1,Hybrid,1
68,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,52,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
29,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",52,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
21,Male,White,Married,High school incomplete,Employed full-time,"$30,000 to under $40,000",51,Yes,No,No,Got the book some other way,No,Yes,1,0,0,Print-only,0
66,Male,Refused,Married,College graduate,Employed part-time,"9$100,000 to under $150,000",50,Yes,No,No,8,Yes,No,1,0,0,Print-only,0
50,Male,Refused,Never been married,High school graduate,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
26,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
56,Female,Don’t know,Married,Post-graduate training/professional school after college,Other,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
37,Male,Other,Single,High school graduate,Retired,"Less than $10,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
16,Male,Other,Never been married,High school incomplete,Employed part-time,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
32,Female,Native American/American Indian,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
41,Female,Mixed race,Married,Post-graduate training/professional school after college,Disabled,"$30,000 to under $40,000",50,Yes,No,No,Got the book some other way,No,No,1,0,0,Print-only,0
26,Male,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
61,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Got the book some other way,No,No,1,1,1,Hybrid,1
59,Female,Black or African-American,Married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
47,Female,Black or African-American,Married,College graduate,Not employed for pay,"$100,000 to under $150,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1,Hybrid,1
32,Female,Black or African-American,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,"$10,000 to under $20,000",50,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1,Hybrid,1
90,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
84,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1,Hybrid,1
83,Female,White,Widowed,College graduate,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
80,Female,White,Widowed,High school graduate,Employed full-time,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
80,Female,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1,Hybrid,1
78,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
78,Female,White,Widowed,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
78,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
77,Male,White,Married,Post-graduate training/professional school after college,Retired,"$20,000 to under $30,000",50,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
77,Female,White,Widowed,High school graduate,Retired,"$40,000 to under $50,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1,Hybrid,1
76,Female,White,Widowed,College graduate,Retired,"9$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
75,Female,White,Widowed,Post-graduate training/professional school after college,Employed part-time,"$50,000 to under $75,000",50,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0,Hybrid,1
74,Female,White,Married,College graduate,Retired,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
72,Female,White,Married,"Some college, no 4-year degree",Retired,"$30,000 to under $40,000",50,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0,Hybrid,1
70,Male,White,Married,College graduate,Retired,"$75,000 to under $100,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
70,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
70,Female,White,Married,College graduate,Retired,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0,Print-only,0
69,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
68,Female,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0,Print-only,0
68,Male,White,Married,College graduate,Employed part-time,"$50,000 to under $75,000",50,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
66,Female,White,Single,Post-graduate training/professional school after college,Retired,"$30,000 to under $40,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
66,Female,White,Don’t know,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
66,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1,Hybrid,1
66,Male,White,Married,College graduate,Retired,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
65,Male,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",50,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0,Print-only,0
65,Male,White,Married,College graduate,Retired,"$30,000 to under $40,000",50,Yes,No,No,Borrowed the book from a library,No,No,1,0,0,Print-only,0
65,Male,White,Married,High school graduate,Retired,"$50,000 to under $75,000",50,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1,Hybrid,1
65,Male,White,Married,Post-graduate training/professional school after college,Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1,Hybrid,1
64,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
64,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
62,Female,White,Widowed,Not specified,Employed full-time,"9$100,000 to under $150,000",50,Don’t know,No,No,Purchased the book,Yes,No,0,0,0,Non-reader,0
62,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
60,Female,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1,Hybrid,1
60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
60,Female,White,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0,Print-only,0
59,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$50,000 to under $75,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
59,Female,White,Married,"Some college, no 4-year degree",Retired,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,No,Yes,1,0,0,Print-only,0
59,Male,White,Never been married,College graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
58,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
58,Female,White,Married,"Some college, no 4-year degree",Disabled,"$100,000 to under $150,000",50,Yes,Yes,No,Got the book some other way,Yes,Yes,1,1,0,Hybrid,1
58,Male,White,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
57,Female,White,Married,College graduate,Employed part-time,Refused,50,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1,Hybrid,1
55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
55,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,No,No,Purchased the book,Yes,No,1,0,0,Print-only,0
55,Female,White,Divorced,Post-graduate training/professional school after college,Retired,"$50,000 to under $75,000",50,Yes,No,No,Purchased the book,No,No,1,0,0,Print-only,0
54,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1,Hybrid,1
53,Female,White,Separated,High school graduate,Disabled,"Less than $10,000",50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0,Print-only,0
53,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,"$100,000 to under $150,000",50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1,Hybrid,1
53,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",50,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1,Hybrid,1
53,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
53,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$100,000 to under $150,000",50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0,Print-only,0
52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1,Hybrid,1
52,Female,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",50,Yes,No,Yes,Purchased the book,No,Yes,1,0,1,Hybrid,1
51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",50,Yes,No,Yes,Purchased the book,No,No,1,0,1,Hybrid,1
